flight_number,flight_date,flight_id,airline_code,airline_name,status,origin,destination,leg_status,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,aircraft_type,aircraft_code,scheduled_duration
1277,2025-05-18,20250518+DL+1277,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SNA,JOHN WAYNE AIRPORT,SANTA ANA,UNITED STATES,33.6756,-117.8669,2025-05-18T17:01:00.000-07:00,2025-05-18T16:48:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T19:53:00.000-06:00,2025-05-18T20:01:00.000-06:00,2025-05-18T20:01:00.000-06:00,AIRBUS A220-100 PASSENGER,221,PT1H52M
4102,2025-05-18,20250518+DL+4102,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:15:00.000-06:00,2025-05-18T15:15:00.000-06:00,BUR,BOB HOPE AIRPORT,BURBANK,UNITED STATES,34.2,-118.3578,2025-05-18T16:18:00.000-07:00,2025-05-18T16:18:00.000-07:00,2025-05-18T16:18:00.000-07:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT2H3M
4102,2025-05-18,20250518+DL+4102,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,BUR,BOB HOPE AIRPORT,BURBANK,UNITED STATES,34.2,-118.3578,2025-05-18T17:19:00.000-07:00,2025-05-18T17:19:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T20:15:00.000-06:00,2025-05-18T20:15:00.000-06:00,2025-05-18T20:15:00.000-06:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H56M
555,2025-05-18,20250518+DL+0555,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:20:00.000-06:00,2025-05-18T15:53:00.000-06:00,SJC,SAN JOSE INTERNATIONAL AIRPORT,SAN JOSE,UNITED STATES,37.3611,-121.9256,2025-05-18T16:12:00.000-07:00,2025-05-18T16:35:00.000-07:00,2025-05-18T16:35:00.000-07:00,AIRBUS A220-100 PASSENGER,221,PT1H52M
555,2025-05-18,20250518+DL+0555,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SJC,SAN JOSE INTERNATIONAL AIRPORT,SAN JOSE,UNITED STATES,37.3611,-121.9256,2025-05-18T17:02:00.000-07:00,2025-05-18T17:17:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T20:00:00.000-06:00,2025-05-18T20:08:00.000-06:00,2025-05-18T20:08:00.000-06:00,AIRBUS A220-100 PASSENGER,221,PT1H58M
2631,2025-05-18,20250518+DL+2631,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:20:00.000-06:00,2025-05-18T15:20:00.000-06:00,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,45.5892,-122.595,2025-05-18T16:15:00.000-07:00,2025-05-18T16:15:00.000-07:00,2025-05-18T16:15:00.000-07:00,BOEING 737-900 PASSENGER,739,PT1H55M
2631,2025-05-18,20250518+DL+2631,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,45.5892,-122.595,2025-05-18T17:21:00.000-07:00,2025-05-18T17:21:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T20:11:00.000-06:00,2025-05-18T20:11:00.000-06:00,2025-05-18T20:11:00.000-06:00,BOEING 737-900 PASSENGER,739,PT1H50M
3770,2025-05-18,20250518+DL+3770,DL,DELTA AIR LINES INC.,ARRIVED,SEA,SEA,ARRIVED,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T14:25:00.000-07:00,2025-05-18T14:20:00.000-07:00,MFR,ROGUE VALLEY INTERNATIONAL AIRPORT,MEDFORD,UNITED STATES,42.3736,-122.8722,2025-05-18T16:02:00.000-07:00,2025-05-18T15:41:00.000-07:00,2025-05-18T15:41:00.000-07:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H37M
3770,2025-05-18,20250518+DL+3770,DL,DELTA AIR LINES INC.,ARRIVED,SEA,SEA,ARRIVED,MFR,ROGUE VALLEY INTERNATIONAL AIRPORT,MEDFORD,UNITED STATES,42.3736,-122.8722,2025-05-18T17:10:00.000-07:00,2025-05-18T17:04:00.000-07:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T18:44:00.000-07:00,2025-05-18T18:32:00.000-07:00,2025-05-18T18:32:00.000-07:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H34M
316,2025-05-18,20250518+DL+0316,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T19:45:00.000-04:00,2025-05-18T19:45:00.000-04:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T22:09:00.000-07:00,2025-05-18T22:09:00.000-07:00,2025-05-18T22:09:00.000-07:00,BOEING 737-900 PASSENGER,739,PT5H24M
316,2025-05-18,20250518+DL+0316,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:30:00.000-06:00,2025-05-18T15:30:00.000-06:00,OGG,KAHULUI AIRPORT,KAHULUI,UNITED STATES,20.9006,-156.4336,2025-05-18T19:25:00.000-10:00,2025-05-18T19:25:00.000-10:00,2025-05-18T19:25:00.000-10:00,BOEING 767-300 WINGLETS PASSENGER,76W,PT7H55M
316,2025-05-18,20250518+DL+0316,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,OGG,KAHULUI AIRPORT,KAHULUI,UNITED STATES,20.9006,-156.4336,2025-05-18T20:55:00.000-10:00,2025-05-18T20:55:00.000-10:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-19T05:55:00.000-06:00,2025-05-19T05:55:00.000-06:00,2025-05-19T05:55:00.000-06:00,BOEING 767-300 WINGLETS PASSENGER,76W,PT5H
436,2025-05-18,20250518+DL+0436,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:30:00.000-04:00,2025-05-18T18:18:00.000-04:00,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS,UNITED STATES,32.8944,-97.0297,2025-05-18T18:51:00.000-05:00,2025-05-19T00:20:00.000-05:00,2025-05-19T00:20:00.000-05:00,,32S,PT2H21M
436,2025-05-18,20250518+DL+0436,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS,UNITED STATES,32.8944,-97.0297,2025-05-18T19:46:00.000-05:00,2025-05-19T09:58:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T23:08:00.000-04:00,2025-05-19T13:03:00.000-04:00,2025-05-19T13:03:00.000-04:00,AIRBUS A320,320,PT2H22M
1060,2025-05-18,20250518+DL+1060,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:30:00.000-04:00,2025-05-18T17:50:00.000-04:00,AUS,AUSTIN-BERGSTROM INTERNATIONAL AIRPORT,AUSTIN,UNITED STATES,30.2,-97.6667,2025-05-18T18:54:00.000-05:00,2025-05-18T19:19:00.000-05:00,2025-05-18T19:19:00.000-05:00,AIRBUS A321,321,PT2H24M
1060,2025-05-18,20250518+DL+1060,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,AUS,AUSTIN-BERGSTROM INTERNATIONAL AIRPORT,AUSTIN,UNITED STATES,30.2,-97.6667,2025-05-18T19:59:00.000-05:00,2025-05-18T20:15:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T23:20:00.000-04:00,2025-05-18T23:14:00.000-04:00,2025-05-18T23:14:00.000-04:00,AIRBUS A321,321,PT2H21M
3833,2025-05-18,20250518+DL+3833,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:30:00.000-06:00,2025-05-18T15:24:00.000-06:00,LWS,NEZ PERCE COUNTY AIRPORT,LEWISTON,UNITED STATES,46.3747,-117.0144,2025-05-18T16:06:00.000-07:00,2025-05-18T15:57:00.000-07:00,2025-05-18T15:57:00.000-07:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H36M
3833,2025-05-18,20250518+DL+3833,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,LWS,NEZ PERCE COUNTY AIRPORT,LEWISTON,UNITED STATES,46.3747,-117.0144,2025-05-18T17:00:00.000-07:00,2025-05-18T16:59:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T19:37:00.000-06:00,2025-05-18T19:24:00.000-06:00,2025-05-18T19:24:00.000-06:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H37M
3132,2025-05-18,20250518+DL+3132,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:33:00.000-04:00,2025-05-18T18:09:00.000-04:00,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T18:05:00.000-05:00,2025-05-18T18:39:00.000-05:00,2025-05-18T18:39:00.000-05:00,BOEING 737-900 PASSENGER,739,PT1H32M
3132,2025-05-18,20250518+DL+3132,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T19:10:00.000-05:00,2025-05-18T19:50:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T21:50:00.000-04:00,2025-05-18T22:11:00.000-04:00,2025-05-18T22:11:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H40M
3777,2025-05-18,20250518+DL+3777,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:33:00.000-06:00,2025-05-18T16:04:00.000-06:00,FAT,YOSEMITE INTERNATIONAL AIRPORT,FRESNO,UNITED STATES,36.7711,-119.7136,2025-05-18T16:21:00.000-07:00,2025-05-18T16:55:00.000-07:00,2025-05-18T16:55:00.000-07:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H48M
3777,2025-05-18,20250518+DL+3777,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,FAT,YOSEMITE INTERNATIONAL AIRPORT,FRESNO,UNITED STATES,36.7711,-119.7136,2025-05-18T17:01:00.000-07:00,2025-05-18T17:32:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T19:44:00.000-06:00,2025-05-18T20:21:00.000-06:00,2025-05-18T20:21:00.000-06:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H43M
1323,2025-05-18,20250518+DL+1323,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:34:00.000-04:00,2025-05-18T18:47:00.000-04:00,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,25.7925,-80.2861,2025-05-18T19:32:00.000-04:00,2025-05-18T20:37:00.000-04:00,2025-05-18T20:37:00.000-04:00,BOEING 757 PASSENGER,757,PT1H58M
1323,2025-05-18,20250518+DL+1323,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,25.7925,-80.2861,2025-05-18T20:40:00.000-04:00,2025-05-18T21:45:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T22:49:00.000-04:00,2025-05-18T23:33:00.000-04:00,2025-05-18T23:33:00.000-04:00,BOEING 757 PASSENGER,757,PT2H9M
3994,2025-05-18,20250518+DL+3994,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:34:00.000-06:00,2025-05-18T15:26:00.000-06:00,PSP,PALM SPRINGS INTERNATIONAL AIRPORT,PALM SPRINGS,UNITED STATES,33.8267,-116.505,2025-05-18T16:28:00.000-07:00,2025-05-18T15:59:00.000-07:00,2025-05-18T15:59:00.000-07:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H54M
3994,2025-05-18,20250518+DL+3994,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,PSP,PALM SPRINGS INTERNATIONAL AIRPORT,PALM SPRINGS,UNITED STATES,33.8267,-116.505,2025-05-18T17:08:00.000-07:00,2025-05-18T16:59:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T19:54:00.000-06:00,2025-05-18T19:46:00.000-06:00,2025-05-18T19:46:00.000-06:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H46M
1342,2025-05-18,20250518+DL+1342,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:35:00.000-06:00,2025-05-18T15:30:00.000-06:00,SMF,SACRAMENTO INTERNATIONAL AIRPORT,SACRAMENTO,UNITED STATES,38.6956,-121.5983,2025-05-18T16:20:00.000-07:00,2025-05-18T16:07:00.000-07:00,2025-05-18T16:07:00.000-07:00,AIRBUS A320,320,PT1H45M
1342,2025-05-18,20250518+DL+1342,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SMF,SACRAMENTO INTERNATIONAL AIRPORT,SACRAMENTO,UNITED STATES,38.6956,-121.5983,2025-05-18T17:15:00.000-07:00,2025-05-18T17:08:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T19:59:00.000-06:00,2025-05-18T19:49:00.000-06:00,2025-05-18T19:49:00.000-06:00,AIRBUS A320,320,PT1H44M
1672,2025-05-18,20250518+DL+1672,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:35:00.000-06:00,2025-05-18T18:19:00.000-06:00,LAS,HARRY REID INTL,LAS VEGAS,UNITED STATES,36.08,-115.1522,2025-05-18T16:03:00.000-07:00,2025-05-18T18:33:00.000-07:00,2025-05-18T18:33:00.000-07:00,AIRBUS A321,321,PT1H28M
1672,2025-05-18,20250518+DL+1672,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,LAS,HARRY REID INTL,LAS VEGAS,UNITED STATES,36.08,-115.1522,2025-05-18T17:10:00.000-07:00,2025-05-18T19:30:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T19:39:00.000-06:00,2025-05-18T21:50:00.000-06:00,2025-05-18T21:50:00.000-06:00,AIRBUS A321,321,PT1H29M
2879,2025-05-18,20250518+DL+2879,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:35:00.000-04:00,2025-05-18T18:29:00.000-04:00,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T18:48:00.000-05:00,2025-05-18T19:49:00.000-05:00,2025-05-18T19:49:00.000-05:00,BOEING 737-900 PASSENGER,739,PT2H13M
2879,2025-05-18,20250518+DL+2879,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T19:59:00.000-05:00,2025-05-18T20:46:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T23:11:00.000-04:00,2025-05-18T23:45:00.000-04:00,2025-05-18T23:45:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H12M
1494,2025-05-18,20250518+DL+1494,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:40:00.000-04:00,2025-05-18T17:40:00.000-04:00,STL,LAMBERT-ST. LOUIS INTERNATIONAL AIRPORT,SAINT LOUIS,UNITED STATES,38.7472,-90.3644,2025-05-18T18:28:00.000-05:00,2025-05-18T18:28:00.000-05:00,2025-05-18T18:28:00.000-05:00,BOEING 737-900 PASSENGER,739,PT1H48M
1494,2025-05-18,20250518+DL+1494,DL,DELTA AIR LINES INC.,ARRIVED,ATL,ATL,ARRIVED,STL,LAMBERT-ST. LOUIS INTERNATIONAL AIRPORT,SAINT LOUIS,UNITED STATES,38.7472,-90.3644,2025-05-18T19:25:00.000-05:00,2025-05-18T19:25:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T22:00:00.000-04:00,2025-05-18T22:00:00.000-04:00,2025-05-18T22:00:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H35M
1738,2025-05-18,20250518+DL+1738,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:40:00.000-06:00,2025-05-18T16:27:00.000-06:00,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,33.4353,-112.0119,2025-05-18T16:20:00.000-07:00,2025-05-18T16:55:00.000-07:00,2025-05-18T16:55:00.000-07:00,BOEING 737-900 PASSENGER,739,PT1H40M
1738,2025-05-18,20250518+DL+1738,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,33.4353,-112.0119,2025-05-18T17:25:00.000-07:00,2025-05-18T18:18:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T20:00:00.000-06:00,2025-05-18T20:44:00.000-06:00,2025-05-18T20:44:00.000-06:00,BOEING 737-900 PASSENGER,739,PT1H35M
3798,2025-05-18,20250518+DL+3798,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T15:40:00.000-06:00,2025-05-18T15:36:00.000-06:00,FCA,GLACIER PARK INTERNATIONAL AIRPORT,KALISPELL,UNITED STATES,48.3128,-114.2511,2025-05-18T17:25:00.000-06:00,2025-05-18T17:10:00.000-06:00,2025-05-18T17:10:00.000-06:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H45M
3798,2025-05-18,20250518+DL+3798,DL,DELTA AIR LINES INC.,ARRIVED,SLC,SLC,ARRIVED,FCA,GLACIER PARK INTERNATIONAL AIRPORT,KALISPELL,UNITED STATES,48.3128,-114.2511,2025-05-18T18:05:00.000-06:00,2025-05-18T18:00:00.000-06:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T19:54:00.000-06:00,2025-05-18T19:45:00.000-06:00,2025-05-18T19:45:00.000-06:00,EMBRAER 175 (ENHANCED WINGLETS),E7W,PT1H49M
